ID of track	time index	cell row	cell col	velocity (pixels moved between timepoints) (µm)	Angle of movement	Delta of Angle of movement	angle of movement relative to "center"	length of track (total number of timepoints track was found)	Consistency of motion	Cumulated distance travelled (µm)	Distance between start and endpoint (µm)
1	0	276.600000	279.800000	0.734551	-171.495416		36.824939	18	1.000000	8.058347	2.647644
1	1	275.473684	279.631579	0.435927	-69.145540	102.349876	-65.425303	18	0.657698	8.058347	2.647644
1	2	275.714286	279.000000	0.350870	113.198587	-177.655873	112.140790	18	0.483396	8.058347	2.647644
1	3	275.500000	279.500000	0.456084	134.999996	21.801409	90.412943	18	0.525951	8.058347	2.647644
1	4	275.000000	280.000000	0.562373	145.007976	10.007980	80.508192	18	0.614025	8.058347	2.647644
1	5	274.285714	280.500000	0.371440	-119.744878	95.247146	-14.613362	18	0.577744	8.058347	2.647644
1	6	274.000000	280.000000	0.463124	111.801406	-128.453716	113.819105	18	0.572449	8.058347	2.647644
1	7	273.733333	280.666667	0.202831	-32.005382	-143.806789	-102.278110	18	0.485496	8.058347	2.647644
1	8	274.000000	280.500000	0.792643	-125.537674	-93.532292	-8.790716	18	0.491197	8.058347	2.647644
1	9	273.285714	279.500000	0.659642	77.905241	-156.557085	147.738841	18	0.407565	8.058347	2.647644
1	10	273.500000	280.500000	0.469838	-101.309930	-179.215170	-32.966151	18	0.380349	8.058347	2.647644
1	11	273.357143	279.785714	0.574913	107.378922	-151.311148	118.286938	18	0.383054	8.058347	2.647644
1	12	273.090909	280.636364	0.807836	-112.132380	140.488698	-22.086915	18	0.374334	8.058347	2.647644
1	13	272.619048	279.476190	0.171698	116.565048	-131.302572	109.146545	18	0.374988	8.058347	2.647644
1	14	272.500000	279.714286	0.359829	-50.194428	-166.759475	-84.057083	18	0.328697	8.058347	2.647644
1	15	272.857143	279.285714	0.355295	83.796550	133.990977	141.870516	18	0.305815	8.058347	2.647644
1	16	272.916667	279.833333	0.289453	158.198586	74.402036	67.518333	18	0.328559	8.058347	2.647644
1	17	272.500000	280.000000					18		8.058347	2.647644
2	0	377.142857	676.714286	1.212253	164.320471		76.547963	48	1.000000	23.769530	3.520774
2	1	375.333333	677.222222	0.813434	-64.563782	131.115747	-54.432521	48	0.450926	23.769530	3.520774
2	2	375.875000	676.083333	0.193798	123.690064	-171.746154	117.237649	48	0.431333	23.769530	3.520774
2	3	375.708333	676.333333	0.917625	133.597555	9.907491	107.349942	48	0.514284	23.769530	3.520774
2	4	374.727273	677.363636	0.623313	138.814071	5.216516	102.233935	48	0.582437	23.769530	3.520774
2	5	374.000000	678.000000	0.322500	179.999995	41.185924	61.117895	48	0.610272	23.769530	3.520774
2	6	373.500000	678.000000	0.515094	116.565048	-63.434947	124.585248	48	0.627342	23.769530	3.520774
2	7	373.142857	678.714286	0.394341	-71.847292	171.587660	-46.953776	48	0.525218	23.769530	3.520774
2	8	373.333333	678.133333	0.631328	-132.929966	-61.082674	14.095828	48	0.519672	23.769530	3.520774
2	9	372.666667	677.416667	0.667520	80.012576	-147.057458	161.170952	48	0.474561	23.769530	3.520774
2	10	372.846154	678.435897	0.542131	-105.255116	174.732308	-13.536635	48	0.435019	23.769530	3.520774
2	11	372.625000	677.625000	0.340157	58.570433	163.825549	-177.376760	48	0.400632	23.769530	3.520774
2	12	372.900000	678.075000	0.688860	-147.425939	154.003628	28.617824	48	0.426797	23.769530	3.520774
2	13	372.000000	677.500000	0.086333	163.300751	-49.273310	77.929054	48	0.432920	23.769530	3.520774
2	14	371.871795	677.538462	0.344893	-49.735582	146.963667	-69.024909	48	0.384423	23.769530	3.520774
2	15	372.217391	677.130435	0.353722	65.542120	115.277701	175.660367	48	0.357042	23.769530	3.520774
2	16	372.444444	677.629630	0.327453	151.097639	85.555519	90.107923	48	0.378905	23.769530	3.520774
2	17	372.000000	677.875000	0.365540	53.972625	-97.125014	-172.729446	48	0.350438	23.769530	3.520774
2	18	372.333333	678.333333	0.578905	-111.801406	-165.774031	-6.960725	48	0.338297	23.769530	3.520774
2	19	372.000000	677.500000	0.322500	89.999997	-158.198596	151.229808	48	0.333854	23.769530	3.520774
2	20	372.000000	678.000000	0.432746	-101.309930	168.690073	-17.442435	48	0.320956	23.769530	3.520774
2	21	371.868421	677.342105	0.298621	98.498556	-160.191514	142.734167	48	0.320473	23.769530	3.520774
2	22	371.800000	677.800000	0.362532	124.919399	26.420842	116.334101	48	0.334115	23.769530	3.520774
2	23	371.478261	678.260870	0.595057	-55.561009	179.519592	-63.148169	48	0.281261	23.769530	3.520774
2	24	372.000000	677.500000	0.289453	68.198589	123.759598	173.031217	48	0.270211	23.769530	3.520774
2	25	372.166667	677.916667	0.546101	-106.159083	-174.357671	-12.607078	48	0.264055	23.769530	3.520774
2	26	371.931034	677.103448	0.748780	103.813980	-150.026937	137.406153	48	0.271776	23.769530	3.520774
2	27	371.653846	678.230769	0.955571	-91.806501	164.379518	-26.915157	48	0.246750	23.769530	3.520774
2	28	371.607143	676.750000	0.840599	100.768715	-167.424784	140.459858	48	0.249689	23.769530	3.520774
2	29	371.363636	678.030303	0.855030	-64.547915	-165.316630	-54.162021	48	0.207904	23.769530	3.520774
2	30	371.933333	676.833333	0.980475	119.121521	-176.330564	122.088815	48	0.230317	23.769530	3.520774
2	31	371.193548	678.161290	0.388419	25.553629	-93.567893	-144.247845	48	0.208527	23.769530	3.520774
2	32	371.736842	678.421053	1.223713	-85.601292	-111.154921	-33.118984	48	0.180988	23.769530	3.520774
2	33	371.882353	676.529412	0.672854	111.501431	-162.897277	129.701358	48	0.189112	23.769530	3.520774
2	34	371.500000	677.500000	0.568422	-91.548155	156.950414	-27.189539	48	0.182775	23.769530	3.520774
2	35	371.476190	676.619048	0.292089	9.309940	100.858095	-128.077525	48	0.165916	23.769530	3.520774
2	36	371.923077	676.692308	0.718858	96.340189	87.030249	144.865775	48	0.167368	23.769530	3.520774
2	37	371.800000	677.800000	0.227949	-14.036243	-110.376432	-104.710257	48	0.154851	23.769530	3.520774
2	38	372.142857	677.714286	0.166113	-123.690064	-109.653821	4.918233	48	0.156768	23.769530	3.520774
2	39	372.000000	677.500000	0.315766	111.801406	-124.508530	129.428399	48	0.162349	23.769530	3.520774
2	40	371.818182	677.954545	0.357874	-124.992017	123.206577	6.249843	48	0.166439	23.769530	3.520774
2	41	371.500000	677.500000	0.161027	71.565049	-163.442934	169.697256	48	0.164068	23.769530	3.520774
2	42	371.578947	677.736842	0.295326	-74.188627	-145.753676	-44.545758	48	0.156568	23.769530	3.520774
2	43	371.703704	677.296296	0.548014	-69.590115	4.598512	-49.168089	48	0.143829	23.769530	3.520774
2	44	372.000000	676.500000	0.228042	134.999996	-155.409889	106.194090	48	0.154819	23.769530	3.520774
2	46	371.500000	677.000000	0.230357	53.130101	-81.869895	-171.885632	48	0.148121	23.769530	3.520774
2	47	371.714286	677.285714					48		23.769530	3.520774
3	0	392.500000	650.000000	0.520016	150.255115		88.619372	46	1.000000	39.327116	2.358067
3	1	391.800000	650.400000	1.656110	-48.157386	161.587499	-72.907308	46	0.539610	39.327116	2.358067
3	2	393.512821	648.487179	0.980239	129.660578	177.817964	109.089352	46	0.070608	39.327116	2.358067
3	3	392.542857	649.657143	0.808163	-35.652513	-165.313091	-85.489148	46	0.245519	39.327116	2.358067
3	4	393.560976	648.926829	0.879429	132.825252	168.477765	105.938788	46	0.020347	39.327116	2.358067
3	5	392.634146	649.926829	0.322129	-175.352540	51.822208	54.215507	46	0.047566	39.327116	2.358067
3	6	392.136364	649.886364	0.412265	110.331220	-74.316240	128.562329	46	0.087980	39.327116	2.358067
3	7	391.914286	650.485714	0.699696	-78.228579	171.440201	-42.840164	46	0.070050	39.327116	2.358067
3	8	392.135593	649.423729	1.056104	177.330105	-104.441316	61.545443	46	0.181303	39.327116	2.358067
3	9	390.500000	649.500000	1.240511	105.068485	-72.261620	133.915898	46	0.213977	39.327116	2.358067
3	10	390.000000	651.357143	1.468752	-53.708353	-158.776838	-67.202704	46	0.080115	39.327116	2.358067
3	11	391.347826	649.521739	1.015778	136.789907	-169.501740	102.140423	46	0.138631	39.327116	2.358067
3	12	390.200000	650.600000	1.621761	-65.065703	158.144390	-55.887688	46	0.106206	39.327116	2.358067
3	13	391.260000	648.320000	1.807151	128.915303	-166.018994	109.973792	46	0.135400	39.327116	2.358067
3	14	389.500000	650.500000	1.082395	-74.010358	157.074339	-46.901555	46	0.114794	39.327116	2.358067
3	15	389.962264	648.886792	0.961543	93.355812	167.366170	145.639537	46	0.103455	39.327116	2.358067
3	16	389.875000	650.375000	0.928873	-39.817584	-133.173396	-81.123492	46	0.059636	39.327116	2.358067
3	17	390.981132	649.452830	1.239484	130.728874	170.546458	108.222507	46	0.100644	39.327116	2.358067
3	18	389.727273	650.909091	0.526479	-102.144275	127.126851	-18.766493	46	0.098847	39.327116	2.358067
3	19	389.555556	650.111111	0.353372	59.534453	161.678729	179.534927	46	0.089921	39.327116	2.358067
3	20	389.833333	650.583333	0.336592	-129.699070	170.766477	8.768786	46	0.097332	39.327116	2.358067
3	21	389.500000	650.181818	0.000000	0.000000	129.699070	-120.924270	46	0.097332	39.327116	2.358067
3	22	389.500000	650.181818	0.382262	147.528804	147.528804	91.546926	46	0.112341	39.327116	2.358067
3	23	389.000000	650.500000	0.539252	-70.016892	142.454305	-50.862594	46	0.099883	39.327116	2.358067
3	24	389.285714	649.714286	0.881722	105.037813	175.054705	134.033647	46	0.110346	39.327116	2.358067
3	25	388.931034	651.034483	1.787808	-46.661633	-151.699446	-74.192655	46	0.053069	39.327116	2.358067
3	26	390.833333	649.018519	2.125636	143.039950	-170.298417	95.904066	46	0.111085	39.327116	2.358067
3	27	388.200000	651.000000	1.971538	-57.644676	159.315374	-63.163509	46	0.072398	39.327116	2.358067
3	28	389.835821	648.417910	1.150633	101.396108	159.040784	137.589158	46	0.067768	39.327116	2.358067
3	29	389.483333	650.166667	0.715951	-53.206572	-154.602679	-67.717206	46	0.053844	39.327116	2.358067
3	30	390.148148	649.277778	0.184154	133.948816	-172.844613	105.049716	46	0.056588	39.327116	2.358067
3	31	389.950000	649.483333	1.195038	130.966311	-2.982504	108.053074	46	0.080842	39.327116	2.358067
3	32	388.735294	650.882353	1.253967	-80.186172	148.847517	-40.661313	46	0.072034	39.327116	2.358067
3	33	389.066667	648.966667	0.604488	92.104063	172.290235	146.952529	46	0.068408	39.327116	2.358067
3	34	389.032258	649.903226	0.635510	-83.136737	-175.240799	-37.768011	46	0.068055	39.327116	2.358067
3	35	389.150000	648.925000	0.467097	-10.493961	72.642776	-110.456482	46	0.055338	39.327116	2.358067
3	36	389.862069	648.793103	1.556216	119.699737	130.193697	119.298460	46	0.071762	39.327116	2.358067
3	37	388.666667	650.888889	0.500696	-22.786853	-142.486589	-98.055926	46	0.057051	39.327116	2.358067
3	38	389.382353	650.588235	0.638901	-56.534619	-33.747766	-64.366242	46	0.045625	39.327116	2.358067
3	39	389.928571	649.761905	0.522908	138.842852	-164.622529	100.188764	46	0.055659	39.327116	2.358067
3	40	389.318182	650.295455	0.601252	-175.494150	45.662998	54.586086	46	0.070566	39.327116	2.358067
3	41	388.388889	650.222222	0.288898	23.385220	-161.120629	-144.235814	46	0.063301	39.327116	2.358067
3	42	388.800000	650.400000	0.304056	-171.869893	164.744887	50.999506	46	0.070532	39.327116	2.358067
3	43	388.333333	650.333333	0.688336	-51.340190	120.529703	-69.502485	46	0.058603	39.327116	2.358067
3	44	389.000000	649.500000	0.413954	103.869684	155.209874	135.211990	46	0.059960	39.327116	2.358067
3	45	388.846154	650.123077					46		39.327116	2.358067
4	0	417.000000	1325.000000	0.645000	179.999995		72.530334	39	1.000000	37.202099	15.399576
4	1	416.000000	1325.000000	0.304056	-44.999999	135.000006	-62.430319	39	0.506561	37.202099	15.399576
4	2	416.333333	1324.666667	0.304056	134.999996	179.999995	117.552443	39	0.514719	37.202099	15.399576
4	3	416.000000	1325.000000	0.576906	153.434945	18.434948	99.134738	39	0.649896	37.202099	15.399576
4	4	415.200000	1325.400000	0.563222	103.240517	-50.194428	149.365595	39	0.635636	37.202099	15.399576
4	5	415.000000	1326.250000	0.489030	-151.557067	105.202416	44.181524	39	0.629032	37.202099	15.399576
4	6	414.333333	1325.888889	0.408563	74.744879	-133.698054	177.901373	39	0.571431	37.202099	15.399576
4	7	414.500000	1326.500000	0.322500	-89.999997	-164.744877	-17.352794	39	0.480641	37.202099	15.399576
4	8	414.500000	1326.000000	0.688336	-141.340188	-51.340190	33.981246	39	0.502299	37.202099	15.399576
4	9	413.666667	1325.333333	0.821514	83.990992	-134.668820	168.674681	39	0.450428	37.202099	15.399576
4	10	413.800000	1326.600000	0.407934	-71.565049	-155.556041	-35.758965	39	0.368763	37.202099	15.399576
4	11	414.000000	1326.000000	0.304056	134.999996	-153.434955	117.660745	39	0.396839	37.202099	15.399576
4	12	413.666667	1326.333333	0.961509	-116.565048	108.434956	9.243008	39	0.379597	37.202099	15.399576
4	13	413.000000	1325.000000	0.407934	108.434946	-135.000006	144.252899	39	0.379826	37.202099	15.399576
4	14	412.800000	1325.600000	0.407934	-71.565049	-179.999995	-35.731858	39	0.338914	37.202099	15.399576
4	15	413.000000	1325.000000	0.721132	63.434947	134.999996	-170.747102	39	0.281729	37.202099	15.399576
4	16	413.500000	1326.000000	0.322500	179.999995	116.565048	72.680434	39	0.307226	37.202099	15.399576
4	17	413.000000	1326.000000	0.288453	63.434947	-116.565048	-170.734826	39	0.292024	37.202099	15.399576
4	18	413.200000	1326.400000	0.288453	-116.565048	-179.999995	9.262200	39	0.288030	37.202099	15.399576
4	19	413.000000	1326.000000	0.322500	179.999995	-63.434957	72.700127	39	0.311159	37.202099	15.399576
4	20	412.500000	1326.000000	0.443234	-75.963754	104.036251	-31.316428	39	0.280359	37.202099	15.399576
4	21	412.666667	1325.333333	0.371878	93.012785	168.976539	159.692290	39	0.277221	37.202099	15.399576
4	22	412.636364	1325.909091	0.105708	146.309928	53.297143	106.403403	39	0.283809	37.202099	15.399576
4	23	412.500000	1326.000000	0.721132	-116.565048	97.125024	9.284866	39	0.288010	37.202099	15.399576
4	24	412.000000	1325.000000	0.919266	52.125015	168.690063	-159.397749	39	0.227601	37.202099	15.399576
4	25	412.875000	1326.125000	0.764876	-108.434946	-160.559961	1.141524	39	0.225320	37.202099	15.399576
4	26	412.500000	1325.000000	0.645000	89.999997	-161.565057	162.707556	39	0.219810	37.202099	15.399576
4	27	412.500000	1326.000000	0.645000	-89.999997	-179.999995	-17.280185	39	0.204810	37.202099	15.399576
4	28	412.500000	1325.000000	0.709112	97.125014	-172.874989	155.582540	39	0.206449	37.202099	15.399576
4	29	412.363636	1326.090909	0.661504	-72.814292	-169.939305	-34.459404	39	0.179891	37.202099	15.399576
4	30	412.666667	1325.111111	0.545797	113.198587	-173.987121	139.503760	39	0.190459	37.202099	15.399576
4	31	412.333333	1325.888889	0.258398	33.690067	-79.508521	-140.965044	39	0.176516	37.202099	15.399576
4	32	412.666667	1326.111111	0.748222	-73.300754	-106.990820	-33.984632	39	0.150924	37.202099	15.399576
4	33	413.000000	1325.000000	0.347343	158.198586	-128.500660	94.489259	39	0.166572	37.202099	15.399576
4	34	412.500000	1325.200000	0.364726	-94.610647	107.190767	-12.679346	39	0.165172	37.202099	15.399576
4	35	412.454545	1324.636364	0.422833	33.690067	128.300713	-140.985185	39	0.141528	37.202099	15.399576
4	36	413.000000	1325.000000	0.721132	116.565048	82.874981	136.122797	39	0.156896	37.202099	15.399576
4	37	412.500000	1326.000000	18.251352	-27.589782	-144.154830	-79.690400	39	0.413944	37.202099	15.399576
4	38	437.578947	1312.894737					39		37.202099	15.399576
5	1	383.282051	661.166667	1.955152	79.063477		160.835414	45	1.000000	38.883746	5.713036
5	2	383.857143	664.142857	0.210918	-96.842771	-175.906248	-23.184011	45	0.805531	38.883746	5.713036
5	3	383.818182	663.818182	0.552429	162.801454	-100.355775	77.162144	45	0.692435	38.883746	5.713036
5	4	383.000000	664.071429	0.314934	160.953371	-1.848083	79.072640	45	0.670432	38.883746	5.713036
5	5	382.538462	664.230769	0.299006	-141.340188	57.706441	21.402035	45	0.578076	38.883746	5.713036
5	6	382.176471	663.941176	0.692361	99.462319	-119.197493	140.612180	45	0.647763	38.883746	5.713036
5	7	382.000000	665.000000	0.245211	80.537676	-18.924644	159.587713	45	0.661838	38.883746	5.713036
5	8	382.062500	665.375000	3.250749	-105.962616	173.499708	-13.902093	45	0.230048	38.883746	5.713036
5	9	380.676471	660.529412	1.287660	71.464208	177.426824	168.580077	45	0.171119	38.883746	5.713036
5	10	381.311111	662.422222	0.473790	51.865679	-19.598529	-171.791763	45	0.165367	38.883746	5.713036
5	11	381.764706	663.000000	0.932368	-139.694292	168.440029	19.760354	45	0.174876	38.883746	5.713036
5	12	380.662338	662.064935	0.338411	-115.977925	23.716367	-3.919348	45	0.182382	38.883746	5.713036
5	14	380.202703	661.121622	1.169542	62.553543	178.531468	177.543796	45	0.146262	38.883746	5.713036
5	15	381.038462	662.730769	0.766796	-101.357347	-163.910890	-18.539490	45	0.126185	38.883746	5.713036
5	16	380.804348	661.565217	0.226789	104.089939	-154.552715	135.984852	45	0.131814	38.883746	5.713036
5	17	380.718750	661.906250	0.209715	-179.648492	76.261570	59.741614	45	0.144963	38.883746	5.713036
5	18	380.393617	661.904255	0.201703	-131.939505	47.708987	12.053706	45	0.156565	38.883746	5.713036
5	20	379.975610	661.439024	0.061873	-168.167810	-36.228305	48.291821	45	0.160185	38.883746	5.713036
5	21	379.881720	661.419355	2.340865	80.612585	-111.219604	159.516805	45	0.190725	38.883746	5.713036
5	22	380.473684	665.000000	0.779407	-100.667559	178.719856	-19.108076	45	0.154042	38.883746	5.713036
5	23	380.250000	663.812500	1.475035	-97.550741	3.116817	-22.254519	45	0.118055	38.883746	5.713036
5	24	379.949495	661.545455	0.201441	-64.775667	32.775074	-55.094640	45	0.105803	38.883746	5.713036
5	26	380.215686	660.980392	1.335141	87.486870	152.262537	152.604333	45	0.113186	38.883746	5.713036
5	27	380.306452	663.048387	1.041803	-97.837136	174.675994	-22.000266	45	0.098050	38.883746	5.713036
5	28	380.086207	661.448276	1.534367	93.684551	-168.478313	146.432603	45	0.121765	38.883746	5.713036
5	29	379.933333	663.822222	1.217286	-81.737623	-175.422174	-38.046692	45	0.085890	38.883746	5.713036
5	30	380.204545	661.954545	0.665052	90.896887	172.634510	149.231498	45	0.094396	38.883746	5.713036
5	31	380.188406	662.985507	0.555390	46.363926	-44.532961	-166.195997	45	0.089879	38.883746	5.713036
5	32	380.782609	663.608696	0.676441	-122.299130	-168.663056	2.451674	45	0.085969	38.883746	5.713036
5	33	380.222222	662.722222	1.476142	95.572195	-142.128675	144.583713	45	0.119538	38.883746	5.713036
5	34	380.000000	665.000000	0.967500	-89.999997	174.427807	-29.744880	45	0.092116	38.883746	5.713036
5	35	380.000000	663.500000	0.664636	-85.877700	4.122298	-33.922945	45	0.068729	38.883746	5.713036
5	37	380.148148	661.444444	1.605843	77.488524	163.366224	162.624453	45	0.077705	38.883746	5.713036
5	38	380.687500	663.875000	0.790166	-89.415367	-166.903891	-30.415990	45	0.060168	38.883746	5.713036
5	39	380.700000	662.650000	1.236063	105.124004	-165.460629	134.998139	45	0.088310	38.883746	5.713036
5	40	380.200000	664.500000	0.685204	-66.767684	-171.891689	-53.008755	45	0.067779	38.883746	5.713036
5	41	380.619048	663.523810	0.886468	-112.833651	-46.065967	-7.006344	45	0.062722	38.883746	5.713036
5	42	380.085714	662.257143	0.183215	-135.719152	-22.885501	15.866578	45	0.064934	38.883746	5.713036
5	43	379.882353	662.058824	1.985342	115.965875	-108.314973	124.187380	45	0.146926	38.883746	5.713036
5	45	377.186992	667.593496					45		38.883746	5.713036
6	1	783.000000	782.714286	0.562373	-124.992017		-10.018435	14	1.000000	6.557474	1.943756
6	2	782.500000	782.000000	0.254959	18.434948	143.426965	-153.453256	14	0.475384	6.557474	1.943756
6	3	782.875000	782.125000	0.578454	122.582551	104.147602	102.389995	14	0.466668	6.557474	1.943756
6	5	781.909091	783.636364	0.278137	-161.565047	75.852403	26.628265	14	0.484907	6.557474	1.943756
6	6	781.500000	783.500000	0.105250	134.999996	-63.434957	90.073229	14	0.506045	6.557474	1.943756
6	7	781.384615	783.615385	0.182972	-130.601291	94.398713	-4.317035	14	0.489015	6.557474	1.943756
6	8	781.200000	783.400000	0.735413	-127.874980	2.726311	-7.044452	14	0.494019	6.557474	1.943756
6	9	780.500000	782.500000	0.813385	82.405354	-149.719666	142.667965	14	0.402651	6.557474	1.943756
6	10	780.666667	783.750000	0.542738	-92.063817	-174.469172	-42.823254	14	0.330240	6.557474	1.943756
6	11	780.636364	782.909091	0.395480	74.521360	166.585177	150.561928	14	0.299701	6.557474	1.943756
6	12	780.800000	783.500000	1.049103	-134.169681	151.308959	-0.731422	14	0.356112	6.557474	1.943756
6	13	779.666667	782.333333	0.480755	63.434947	-162.395372	161.662873	14	0.296418	6.557474	1.943756
6	14	780.000000	783.000000					14		6.557474	1.943756
7	2	273.384615	379.615385	0.494860	134.999996		99.240003	26	1.000000	10.941690	2.530216
7	3	272.842105	380.157895	0.270645	152.300523	17.300527	82.032200	26	0.989606	10.941690	2.530216
7	4	272.470588	380.352941	0.827887	161.980226	9.679703	72.403385	26	0.978565	10.941690	2.530216
7	5	271.250000	380.750000	0.197636	22.380134	-139.600092	-147.846572	26	0.804703	10.941690	2.530216
7	6	271.533333	380.866667	0.347575	106.020289	83.640155	128.493298	26	0.805340	10.941690	2.530216
7	7	271.384615	381.384615	0.259000	-73.300754	-179.321043	-52.134032	26	0.629120	10.941690	2.530216
7	8	271.500000	381.000000	0.686947	-129.805567	-56.504814	4.331959	26	0.549574	10.941690	2.530216
7	9	270.818182	380.181818	0.852864	94.506604	-135.687828	140.029661	26	0.535406	10.941690	2.530216
7	10	270.714286	381.500000	0.659642	-102.094754	163.398642	-23.264942	26	0.423336	10.941690	2.530216
7	11	270.500000	380.500000	0.161250	-89.999997	12.094757	-35.409275	26	0.381547	10.941690	2.530216
7	13	270.500000	380.000000	0.371440	150.255115	-119.744888	84.300027	26	0.420616	10.941690	2.530216
7	14	270.000000	380.285714	0.459718	-45.451137	164.293748	-79.923325	26	0.324051	10.941690	2.530216
7	15	270.500000	379.777778	0.437402	55.007978	100.459116	179.531327	26	0.270684	10.941690	2.530216
7	16	270.888889	380.333333	0.417885	149.036239	94.028261	85.503747	26	0.315109	10.941690	2.530216
7	17	270.333333	380.666667	0.240377	63.434947	-85.601292	171.184301	26	0.301446	10.941690	2.530216
7	18	270.500000	381.000000	0.127479	-161.565047	135.000006	36.191298	26	0.317401	10.941690	2.530216
7	20	270.125000	380.875000	0.509917	-108.434946	53.130101	-16.910162	26	0.300534	10.941690	2.530216
7	21	269.875000	380.125000	0.030006	134.999996	-116.565058	99.626633	26	0.302510	10.941690	2.530216
7	22	269.842105	380.157895	0.574449	124.837913	-10.162083	109.794353	26	0.333403	10.941690	2.530216
7	23	269.333333	380.888889	0.716667	-53.130101	-177.968014	-72.134708	26	0.245973	10.941690	2.530216
7	24	270.000000	380.000000	0.664851	104.036241	157.166341	130.568967	26	0.261396	10.941690	2.530216
7	25	269.750000	381.000000	0.664851	-50.906140	-154.942380	-74.392551	26	0.191156	10.941690	2.530216
7	26	270.400000	380.200000	0.679612	130.601291	-178.492569	103.978099	26	0.231245	10.941690	2.530216
7	27	269.714286	381.000000					26		10.941690	2.530216
8	0	119.916667	720.583333	1.806832	120.379123		140.172527	76	1.000000	115.794117	18.355291
8	1	118.500000	723.000000	0.356796	12.528807	-107.850315	-111.836847	76	0.800093	115.794117	18.355291
8	2	119.040000	723.120000	0.113646	-157.520561	-170.049369	58.172377	76	0.758830	115.794117	18.355291
8	3	118.877193	723.052632	0.769712	130.186892	-72.292547	130.476629	76	0.811755	115.794117	18.355291
8	4	118.107143	723.964286	0.589602	166.742757	36.555865	93.991668	76	0.796725	115.794117	18.355291
8	5	117.217391	724.173913	0.300086	45.931051	-120.811706	-145.125405	76	0.751692	115.794117	18.355291
8	6	117.540984	724.508197	0.710660	-128.839540	-174.770591	29.624419	76	0.601918	115.794117	18.355291
8	7	116.850000	723.650000	0.566018	84.214443	-146.946017	176.613007	76	0.611026	115.794117	18.355291
8	8	116.938462	724.523077	0.649810	104.142344	19.927901	156.689154	76	0.646812	115.794117	18.355291
8	9	116.692308	725.500000	0.480244	101.672709	-2.469634	159.189873	76	0.668822	115.794117	18.355291
8	10	116.541667	726.229167	1.511656	-99.137327	159.189964	0.020516	76	0.411736	115.794117	18.355291
8	11	116.169492	723.915254	0.391824	112.765006	-148.097667	148.118248	76	0.435508	115.794117	18.355291
8	12	115.934426	724.475410	0.342869	-112.227959	135.007035	13.136269	76	0.404789	115.794117	18.355291
8	13	115.733333	723.983333	0.599616	84.763297	-163.008745	176.154455	76	0.418261	115.794117	18.355291
8	14	115.818182	724.909091	0.883754	-85.937334	-170.700631	-13.140049	76	0.318665	115.794117	18.355291
8	15	115.915254	723.542373	1.110266	80.478317	166.415651	-179.580055	76	0.343628	115.794117	18.355291
8	16	116.200000	725.240000	0.242432	136.231974	55.753657	124.665305	76	0.357378	115.794117	18.355291
8	17	115.928571	725.500000	1.066224	-101.881155	121.886872	2.802541	76	0.281002	115.794117	18.355291
8	18	115.588235	723.882353	0.462214	94.480155	-163.638690	166.447549	76	0.295953	115.794117	18.355291
8	19	115.532258	724.596774	0.430489	103.447172	8.967018	157.493644	76	0.313591	115.794117	18.355291
8	20	115.377049	725.245902	0.093885	-174.576051	81.976777	75.536800	76	0.315819	115.794117	18.355291
8	21	115.232143	725.232143	0.525772	-99.668666	74.907385	0.640413	76	0.284034	115.794117	18.355291
8	22	115.095238	724.428571	1.290000	89.999997	-170.331337	170.972461	76	0.319545	115.794117	18.355291
8	23	115.095238	726.428571	0.737646	-82.222622	-172.222619	-16.780473	76	0.266813	115.794117	18.355291
8	24	115.250000	725.295455	0.134768	-135.881400	-53.658778	36.852546	76	0.264808	115.794117	18.355291
8	25	115.100000	725.150000	0.297158	56.309931	-167.808669	-155.329006	76	0.263696	115.794117	18.355291
8	26	115.355556	725.533333	0.950577	84.375370	28.065439	176.590557	76	0.288517	115.794117	18.355291
8	27	115.500000	727.000000	0.664851	-104.036241	171.588390	5.008990	76	0.255072	115.794117	18.355291
8	28	115.250000	726.000000	0.780023	82.874981	-173.088778	178.104783	76	0.273989	115.794117	18.355291
8	29	115.400000	727.200000	0.456084	-81.869895	-164.744877	-17.147228	76	0.246551	115.794117	18.355291
8	30	115.500000	726.500000	0.456084	134.999996	-143.130108	125.966642	76	0.263713	115.794117	18.355291
8	31	115.000000	727.000000	0.912168	44.999999	-89.999997	-143.988810	76	0.261549	115.794117	18.355291
8	32	116.000000	728.000000	1.290000	-89.999997	-134.999996	-9.053438	76	0.196207	115.794117	18.355291
8	33	116.000000	726.000000	0.815868	108.434946	-161.565057	152.487092	76	0.223595	115.794117	18.355291
8	34	115.600000	727.200000	1.278482	-109.653821	141.911233	10.621327	76	0.184497	115.794117	18.355291
8	35	114.933333	725.333333	0.735909	28.343270	137.997091	-127.347260	76	0.172167	115.794117	18.355291
8	36	115.937500	725.875000	0.577673	98.831276	70.488006	162.094035	76	0.188629	115.794117	18.355291
8	37	115.800000	726.760000	0.377225	24.227745	-74.603532	-123.280995	76	0.184028	115.794117	18.355291
8	38	116.333333	727.000000	0.107500	179.999995	155.772250	80.908706	76	0.185325	115.794117	18.355291
8	39	116.166667	727.000000	0.250833	179.999995	0.000000	80.921514	76	0.188574	115.794117	18.355291
8	40	115.777778	727.000000	0.192835	-41.987211	138.012794	-57.061391	76	0.180129	115.794117	18.355291
