ID of track	time index	cell row	cell col	velocity (pixels moved between timepoints) (µm)	Angle of movement	Delta of Angle of movement	angle of movement relative to "center"	length of track (total number of timepoints track was found)	Consistency of motion	Cumulated distance travelled (µm)	Distance between start and endpoint (µm)
20	42	219.000000	1373.750000	1.941707	4.763642	-147.779939	-103.821380	22	0.186092	175.758473	108.621697
20	43	222.000000	1374.000000	8.462601	-104.854696	-109.618338	5.676620	22	0.181091	175.758473	108.621697
20	44	218.636364	1361.318182	7.906428	-75.917133	28.937563	-23.207013	22	0.214440	175.758473	108.621697
20	45	221.619048	1349.428571	9.645759	-59.334166	16.582967	-39.992362	22	0.273993	175.758473	108.621697
20	46	229.246377	1336.565217	4.583000	-140.563859	-81.229693	40.831248	22	0.303885	175.758473	108.621697
20	47	223.758621	1332.051724	8.951810	-129.129861	11.433997	29.594319	22	0.370478	175.758473	108.621697
20	48	215.000000	1321.285714	18.364002	-120.726538	8.403324	21.484357	22	0.481111	175.758473	108.621697
20	49	200.452830	1296.811321	6.944494	-166.132346	-45.405808	67.345473	22	0.492668	175.758473	108.621697
20	50	190.000000	1294.230769	10.433199	-133.820793	32.311552	35.469126	22	0.534663	175.758473	108.621697
20	51	178.800000	1282.560000	12.602304	-140.290313	-6.469519	42.353936	22	0.575010	175.758473	108.621697
20	52	163.769231	1270.076923	13.471675	-97.619043	42.671269	0.271622	22	0.604907	175.758473	108.621697
20	53	161.000000	1249.375000	0.997276	-165.963752	-68.344709	68.620834	22	0.605658	175.758473	108.621697
20	54	159.500000	1249.000000	3.741035	-127.116857	38.846895	29.839454	22	0.615311	175.758473	108.621697
20	55	156.000000	1244.375000	14.434189	167.259319	-65.623824	95.595126	22	0.596308	175.758473	108.621697
20	56	134.172414	1249.310345	5.017286	-143.087767	49.652914	46.957860	22	0.618017	175.758473	108.621697
20	58	121.733333	1239.966667					22		175.758473	108.621697
21	38	75.500000	1373.500000	1.140210	171.869893		94.983781	14	1.000000	40.072441	5.421386
21	40	72.000000	1374.000000	4.756529	-6.054192	-177.924085	-86.945461	14	0.352281	40.072441	5.421386
21	41	79.333333	1373.222222	6.129981	-173.016224	-166.962032	79.709829	14	0.283167	40.072441	5.421386
21	42	69.900000	1372.066667	0.299370	3.939032	176.955256	-96.855444	14	0.228208	40.072441	5.421386
21	44	70.826087	1372.130435	5.404765	-4.314756	-8.253788	-88.640090	14	0.140974	40.072441	5.421386
21	45	79.181818	1371.500000	5.483754	-91.225389	-86.910633	-2.078840	14	0.289559	40.072441	5.421386
21	46	79.000000	1363.000000	5.155174	63.517150	154.742539	-156.834322	14	0.169130	40.072441	5.421386
21	47	82.564103	1370.153846	1.765948	141.382088	77.864938	125.169498	14	0.053908	40.072441	5.421386
21	49	78.285714	1373.571429	1.422257	-24.904768	-166.286856	-68.357232	14	0.090207	40.072441	5.421386
21	50	80.285714	1372.642857	5.308925	-115.170957	-90.266189	21.823550	14	0.135290	40.072441	5.421386
21	51	76.784946	1365.193548					14		40.072441	5.421386
22	39	224.705882	1350.588235	14.541435	-130.714796		31.268664	16	1.000000	140.369345	107.411053
22	40	210.000000	1333.500000	11.745920	-64.966334	65.748462	-33.983122	16	0.841845	140.369345	107.411053
22	41	217.705882	1317.000000	8.211299	-43.108932	21.857401	-56.277427	16	0.791800	140.369345	107.411053
22	42	227.000000	1308.300000	8.042918	-16.940254	26.168678	-82.903001	16	0.728875	140.369345	107.411053
22	43	238.928571	1304.666667	9.594643	-94.310782	-77.370528	-6.067012	16	0.799658	140.369345	107.411053
22	45	236.692308	1275.000000	9.073142	-52.100283	42.210499	-48.416441	16	0.811749	140.369345	107.411053
22	46	245.333333	1263.900000	5.603080	-74.999058	-22.898775	-25.985914	16	0.825527	140.369345	107.411053
22	47	247.581818	1255.509091	10.086232	-7.462002	67.537056	-93.693386	16	0.778680	140.369345	107.411053
22	48	263.086957	1253.478261	5.962076	36.681247	44.143249	-138.534742	16	0.714368	140.369345	107.411053
22	49	270.500000	1259.000000	16.422186	-19.502448	-56.183695	-82.623382	16	0.722857	140.369345	107.411053
22	50	294.500000	1250.500000	0.934386	-5.826342	13.676106	-97.425667	16	0.722285	140.369345	107.411053
22	51	295.941176	1250.352941	9.458957	-49.962700	-44.136358	-53.353365	16	0.744078	140.369345	107.411053
22	52	305.375000	1239.125000	12.657771	-62.440792	-12.478092	-41.403533	16	0.767745	140.369345	107.411053
22	53	314.454545	1221.727273	8.440656	-100.254113	-37.813320	-4.179682	16	0.765203	140.369345	107.411053
22	54	312.125000	1208.850000					16		140.369345	107.411053
23	43	181.487179	1372.589744	2.703122	-8.089540		-89.442554	11	1.000000	60.643400	35.183904
23	44	185.636364	1372.000000	6.295623	-79.590144	-71.500604	-18.115377	11	0.844424	60.643400	35.183904
23	45	187.400000	1362.400000	4.929271	-128.269512	-48.679368	30.437550	11	0.751727	60.643400	35.183904
23	46	182.666667	1356.400000	9.486201	-76.193485	52.076028	-21.476402	11	0.849307	60.643400	35.183904
23	47	186.176471	1342.117647	6.041510	-138.621005	-62.427520	40.723426	11	0.804470	60.643400	35.183904
23	48	179.148148	1335.925926	4.814305	-148.265840	-9.644836	50.628024	11	0.781245	60.643400	35.183904
23	49	172.800000	1332.000000	6.746606	-77.464936	70.800904	-19.926745	11	0.805199	60.643400	35.183904
23	50	175.070175	1321.789474	8.063923	-49.590975	27.873961	-47.953897	11	0.793014	60.643400	35.183904
23	51	183.174603	1312.269841	5.781420	154.455949	-155.953076	107.597704	11	0.580177	60.643400	35.183904
23	53	167.000000	1320.000000					11		60.643400	35.183904
24	47	2.083333	914.666667	0.061907	150.255115		119.614386	38	1.000000	19.202741	0.706971
24	48	2.000000	914.714286	0.138214	-89.999997	119.744888	-0.125276	38	0.600580	19.202741	0.706971
24	49	2.000000	914.500000	0.721132	-153.434945	-63.434947	63.309642	38	0.890590	19.202741	0.706971
24	50	1.000000	914.000000	0.645000	0.000000	153.434945	-90.062684	38	0.276677	19.202741	0.706971
24	51	2.000000	914.000000	0.599903	71.565049	71.565049	-161.690420	38	0.089799	19.202741	0.706971
24	52	2.294118	914.882353	0.435188	-163.539981	124.894970	73.396311	38	0.232822	19.202741	0.706971
24	54	1.000000	914.500000	0.826003	-51.340190	112.199790	-38.722460	38	0.200483	19.202741	0.706971
24	55	1.800000	913.500000	0.808183	61.389539	112.729729	-151.502434	38	0.044688	19.202741	0.706971
24	56	2.400000	914.600000	0.694686	-158.198586	140.411875	68.048239	38	0.099475	19.202741	0.706971
24	57	1.400000	914.200000	0.594661	-49.398704	108.799882	-40.689036	38	0.126579	19.202741	0.706971
24	58	2.000000	913.500000	0.912168	134.999996	-175.601300	134.874564	38	0.102874	19.202741	0.706971
24	59	1.000000	914.500000	0.918480	-20.556045	-155.556041	-69.506605	38	0.058947	19.202741	0.706971
24	60	2.333333	914.000000	0.039994	-108.434946	-87.878901	18.288679	38	0.066555	19.202741	0.706971
24	62	2.294118	913.882353	0.517796	171.573026	-79.992028	98.283147	38	0.068114	19.202741	0.706971
24	63	1.500000	914.000000	0.645995	-86.820167	101.606806	-3.273860	38	0.124812	19.202741	0.706971
24	64	1.555556	913.000000	1.031726	69.676861	156.497029	-159.774478	38	0.010827	19.202741	0.706971
24	65	2.111111	914.500000	0.330367	-102.528805	-172.205666	12.396541	38	0.041682	19.202741	0.706971
24	66	2.000000	914.000000	0.721132	153.434945	-104.036251	116.439684	38	0.063590	19.202741	0.706971
24	67	1.000000	914.500000	0.360566	-63.434947	143.130108	-26.627703	38	0.059969	19.202741	0.706971
24	68	1.250000	914.000000	0.326948	80.537676	143.972623	-170.616032	38	0.041977	19.202741	0.706971
24	69	1.333333	914.500000	0.775194	-56.309931	-136.847606	-33.773603	38	0.059968	19.202741	0.706971
24	70	2.000000	913.500000	0.721132	153.434945	-150.255125	116.439616	38	0.061681	19.202741	0.706971
24	71	1.000000	914.000000	0.322500	-89.999997	116.565058	-0.062687	38	0.075373	19.202741	0.706971
24	72	1.000000	913.500000	0.679890	71.565049	161.565047	-161.627768	38	0.034644	19.202741	0.706971
24	73	1.333333	914.500000	0.107500	179.999995	108.434946	89.916471	38	0.048693	19.202741	0.706971
24	75	1.000000	914.500000	0.516000	0.000000	-179.999995	-90.062650	38	0.014102	19.202741	0.706971
24	76	1.800000	914.500000	0.826003	-128.659805	-128.659805	38.547033	38	0.064743	19.202741	0.706971
24	77	1.000000	913.500000	0.679890	71.565049	-159.775146	-161.627768	38	0.029959	19.202741	0.706971
24	78	1.333333	914.500000	0.785620	-85.515392	-157.080441	-4.568143	38	0.056893	19.202741	0.706971
24	79	1.428571	913.285714	0.590002	91.789908	177.305300	178.120472	38	0.029790	19.202741	0.706971
24	80	1.400000	914.200000	0.322500	143.130098	51.340190	126.782162	38	0.038762	19.202741	0.706971
24	81	1.000000	914.500000	0.309057	26.565050	-116.565048	-116.627700	38	0.022829	19.202741	0.706971
24	82	1.428571	914.714286	0.332226	146.309928	119.744878	123.600591	38	0.038722	19.202741	0.706971
24	83	1.000000	915.000000	0.322500	-89.999997	123.690074	-0.062618	38	0.036816	19.202741	0.706971
24	84	1.000000	914.500000					38		19.202741	0.706971
25	49	21.607143	1286.642857	8.253371	70.838887		-161.800987	13	1.000000	76.126971	12.099390
25	51	30.007042	1310.816901	10.864754	-75.010929	-145.849816	-16.300447	13	0.353611	76.126971	12.099390
25	52	34.363636	1294.545455	4.624143	-99.386009	-24.375080	7.865456	13	0.234186	76.126971	12.099390
25	53	33.194444	1287.472222	4.502776	-119.020803	-19.634794	27.543896	13	0.194376	76.126971	12.099390
25	55	26.421053	1275.263158	10.720942	179.528286	-61.450911	89.284825	13	0.203315	76.126971	12.099390
25	56	9.800000	1275.400000	10.168370	39.297274	-140.231012	-129.737516	13	0.013737	76.126971	12.099390
25	57	22.000000	1285.384615	4.359650	-47.544986	-86.842260	-43.435562	13	0.134485	76.126971	12.099390
25	59	31.125000	1275.410714	3.706346	-19.595781	27.949205	-71.802180	13	0.172737	76.126971	12.099390
25	60	36.538462	1273.483516	1.810820	-159.181465	-139.585684	67.538002	13	0.158937	76.126971	12.099390
25	61	33.914286	1272.485714					13		76.126971	12.099390
26	50	393.083333	913.816667	0.448941	96.876302		149.848474	15	1.000000	16.593300	6.573746
26	51	393.000000	914.507692	0.760668	142.488737	45.612435	104.256164	15	0.927218	16.593300	6.573746
26	52	392.064516	915.225806	0.876695	-104.366040	113.145224	-8.823285	15	0.420211	16.593300	6.573746
26	53	391.727273	913.909091	0.851682	48.628531	152.994571	-161.829870	15	0.260430	16.593300	6.573746
26	54	392.600000	914.900000	1.542411	-62.415650	-111.044181	-50.809386	15	0.174128	16.593300	6.573746
26	55	393.707317	912.780488	1.311063	118.373006	-179.211344	128.295132	15	0.092033	16.593300	6.573746
26	56	392.741379	914.568966	1.160260	170.204759	51.831752	76.555212	15	0.219398	16.593300	6.573746
26	57	390.968750	914.875000	0.746432	-63.568868	126.226374	-49.570407	15	0.134026	16.593300	6.573746
26	58	391.483871	913.838710	0.747321	40.696582	104.265449	-153.886625	15	0.080984	16.593300	6.573746
26	59	392.362319	914.594203	0.064468	-136.468797	-177.165379	23.249393	15	0.080993	16.593300	6.573746
26	61	392.217391	914.456522	0.664526	-49.033410	87.435387	-64.181450	15	0.016425	16.593300	6.573746
26	62	392.892857	913.678571	1.055048	151.822178	-159.144412	94.909535	15	0.109731	16.593300	6.573746
26	63	391.450980	914.450980	6.299318	77.889172	-73.933005	168.936413	15	0.396169	16.593300	6.573746
26	64	393.500000	924.000000					15		16.593300	6.573746
27	52	12.500000	1252.000000	10.257601	-73.664492		-16.907529	15	1.000000	108.511402	57.807036
27	53	16.972973	1236.738739	12.191284	-97.517943	-23.853451	6.731669	15	0.978575	108.511402	57.807036
27	54	14.500000	1218.000000	6.861773	169.164019	-93.318038	100.153924	15	0.728311	108.511402	57.807036
27	55	4.051282	1220.000000	18.704453	-65.667151	125.168831	-24.523110	15	0.786220	108.511402	57.807036
27	56	16.000000	1193.576923	7.670808	9.968622	75.635772	-100.736628	15	0.676220	108.511402	57.807036
27	57	27.713178	1195.635659	3.385867	-106.235947	-116.204569	14.908150	15	0.697788	108.511402	57.807036
27	59	24.777778	1185.555556	7.055158	-160.887994	-54.652047	69.690705	15	0.624076	108.511402	57.807036
27	61	4.107143	1178.392857	4.617223	-16.720539	144.167455	-73.479155	15	0.601280	108.511402	57.807036
27	62	10.962963	1176.333333	13.682816	-3.998310	12.722229	-86.535646	15	0.541214	108.511402	57.807036
27	63	32.125000	1174.854167	2.146577	-5.071033	-1.072723	-86.495259	15	0.536974	108.511402	57.807036
27	64	35.440000	1174.560000	6.090155	6.244045	11.315079	-97.972304	15	0.519038	108.511402	57.807036
27	65	44.826087	1175.586957	5.406663	-27.883790	-34.127835	-64.299885	15	0.532728	108.511402	57.807036
27	66	52.235294	1171.666667					15		108.511402	57.807036
28	62	27.625000	612.333333	4.605963	172.298456		95.118439	15	1.000000	67.880889	31.381120
28	63	20.548387	613.290323	6.873549	151.468108	-20.830347	116.612908	15	0.987637	67.880889	31.381120
28	65	1.823529	623.470588	5.746442	70.141324	-81.326784	-160.308900	15	0.802743	67.880889	31.381120
28	66	4.850000	631.850000	1.682057	112.504062	42.362738	157.056154	15	0.809091	67.880889	31.381120
28	67	3.851852	634.259259	6.780511	31.309950	-81.194113	-121.657900	15	0.616591	67.880889	31.381120
28	68	12.833333	639.722222	0.912856	161.862770	130.552821	106.987988	15	0.619845	67.880889	31.381120
28	69	11.488372	640.162791	1.061047	-136.546606	61.590623	45.518488	15	0.572080	67.880889	31.381120
28	71	9.100000	637.900000	5.047923	-169.695149	-33.148542	78.877850	15	0.565925	67.880889	31.381120
28	72	1.400000	636.500000	11.165209	85.626678	-104.678173	-175.752699	15	0.601757	67.880889	31.381120
28	73	2.720000	653.760000	6.795472	-83.131306	-168.757984	-7.107072	15	0.428804	67.880889	31.381120
28	74	3.980000	643.300000	4.847220	54.416442	137.547749	-144.770916	15	0.424774	67.880889	31.381120
28	75	8.352941	649.411765	4.428043	117.115574	62.699131	152.147513	15	0.462297	67.880889	31.381120
28	76	5.223881	655.522388					15		67.880889	31.381120
29	62	70.322034	659.525424	9.133976	75.945459		-172.031636	15	1.000000	68.270099	47.015999
29	64	77.200000	687.000000	1.627764	12.200468	-63.744991	-108.612046	15	0.957194	68.270099	47.015999
29	65	79.666667	687.533333	2.982631	54.261095	42.060627	-150.870660	15	0.957669	68.270099	47.015999
29	66	82.367647	691.286765	13.055968	79.662388	25.401292	-176.457211	15	0.969279	68.270099	47.015999
29	67	86.000000	711.200000	2.600022	157.318749	77.656362	105.786387	15	0.913172	68.270099	47.015999
29	68	82.280702	712.754386	3.076077	169.424937	12.106188	93.989963	15	0.846204	68.270099	47.015999
29	69	77.592593	713.629630	5.856004	166.369294	-3.055643	97.425344	15	0.764563	68.270099	47.015999
29	70	68.769231	715.769231	18.427173	156.852047	-9.517247	107.659973	15	0.714419	68.270099	47.015999
29	71	42.500000	727.000000	0.451500	0.000000	-156.852047	-93.345668	15	0.706991	68.270099	47.015999
29	72	43.200000	727.000000	0.275175	64.358992	64.358992	-157.759637	15	0.706866	68.270099	47.015999
29	73	43.384615	727.384615	0.631111	-143.310273	152.330734	49.896932	15	0.697856	68.270099	47.015999
29	74	42.600000	726.800000	0.152028	8.130102	151.440375	-101.484545	15	0.695730	68.270099	47.015999
29	75	42.833333	726.833333	0.866693	29.744880	21.614778	-123.117500	15	0.688676	68.270099	47.015999
29	76	44.000000	727.500000					15		68.270099	47.015999
30	67	1.733333	1146.000000	4.712327	-7.724436		-82.362222	21	1.000000	153.648700	113.458148
30	68	8.972973	1145.018018	18.848211	-58.134669	-50.410233	-32.314319	21	0.940174	153.648700	113.458148
30	69	24.400000	1120.200000	2.371405	119.760986	177.895655	148.991207	21	0.619353	153.648700	113.458148
30	71	20.750000	1126.583333	15.495807	-84.902455	155.336559	-6.152727	21	0.710270	153.648700	113.458148
30	72	22.884615	1102.653846	10.198453	-31.408833	53.493622	-59.780118	21	0.742270	153.648700	113.458148
30	73	36.379310	1094.413793	14.334574	-116.568927	-85.160094	24.665066	21	0.713729	153.648700	113.458148
30	74	26.439024	1074.536585	4.362701	-106.953864	9.615063	15.544386	21	0.720298	153.648700	113.458148
30	75	24.466667	1068.066667	7.387183	-16.933915	90.019949	-74.378352	21	0.708576	153.648700	113.458148
30	76	35.423077	1064.730769	18.558118	-76.366236	-59.432321	-15.539261	21	0.761702	153.648700	113.458148
30	77	42.205128	1036.769231	4.553366	-60.637143	15.729093	-31.693981	21	0.771701	153.648700	113.458148
30	78	45.666667	1030.616667	4.106527	-80.027441	-19.390297	-12.509676	21	0.779784	153.648700	113.458148
30	79	46.769231	1024.346154	8.536678	-8.018254	72.009187	-84.595918	21	0.760066	153.648700	113.458148
30	80	59.875000	1022.500000	1.471268	9.462322	17.480576	-102.813588	21	0.754034	153.648700	113.458148
30	81	62.125000	1022.875000	2.576793	-89.784870	-99.247192	-3.690755	21	0.757218	153.648700	113.458148
30	82	62.140000	1018.880000	4.883167	-74.395819	15.389051	-19.094241	21	0.766176	153.648700	113.458148
30	83	64.176471	1011.588235	5.435051	-139.497148	-65.101329	45.867097	21	0.746492	153.648700	113.458148
30	84	57.769231	1006.115385	8.171132	-103.479161	36.017987	10.192957	21	0.751375	153.648700	113.458148
30	85	54.816327	993.795918	11.892995	-132.009206	-28.530045	38.852056	21	0.733282	153.648700	113.458148
30	86	42.476190	980.095238	3.381537	-61.223404	70.785802	-31.258173	21	0.738426	153.648700	113.458148
30	87	45.000000	975.500000					21		153.648700	113.458148
31	72	246.909091	1036.090909	2.021067	-67.909199		-35.494849	11	1.000000	58.311048	33.108353
31	73	248.087500	1033.187500	5.752547	-148.292538	-80.383339	44.790384	11	0.824312	58.311048	33.108353
31	74	240.500000	1028.500000	12.098866	-39.375371	108.917167	-63.785942	11	0.684956	58.311048	33.108353
31	75	255.000000	1016.600000	9.323507	166.865973	-153.758656	89.052707	11	0.381673	58.311048	33.108353
31	76	240.923077	1019.884615	9.238203	-88.260319	104.873707	-15.030769	11	0.520629	58.311048	33.108353
31	77	241.357895	1005.568421	2.918508	113.845166	-157.894514	142.657947	11	0.427321	58.311048	33.108353
31	78	239.528662	1009.707006	7.312471	-92.458966	153.695867	-10.886383	11	0.510570	58.311048	33.108353
31	79	239.042254	998.380282	2.435894	-128.978688	-36.519722	25.513838	11	0.529079	58.311048	33.108353
31	80	236.666667	995.444444	3.156798	-69.599976	59.378712	-33.773784	11	0.547216	58.311048	33.108353
31	81	238.372671	990.857143	4.053187	-66.119128	3.480848	-37.407596	11	0.567789	58.311048	33.108353
31	82	240.916667	985.111111					11		58.311048	33.108353
32	74	1.333333	1352.500000	0.991101	-102.528805		12.472324	13	1.000000	55.104489	14.079962
32	75	1.000000	1351.000000	6.648508	-75.963754	26.565050	-14.078653	13	0.988009	55.104489	14.079962
32	76	3.500000	1341.000000	2.080872	-78.376596	-2.412842	-11.772943	13	0.992206	55.104489	14.079962
32	78	4.800000	1334.680000	4.549532	-118.817908	-40.441312	28.611855	13	0.946741	55.104489	14.079962
32	79	1.400000	1328.500000	3.985349	90.529886	-150.652207	179.409738	13	0.308767	55.104489	14.079962
32	81	1.285714	1340.857143	16.692184	86.780503	-3.749383	-176.835440	13	0.224339	55.104489	14.079962
32	82	2.739130	1366.695652	2.650969	57.133669	-29.646834	-147.248499	13	0.304989	55.104489	14.079962
32	84	7.200000	1373.600000	3.766153	-171.275148	131.591183	80.974826	13	0.260341	55.104489	14.079962
32	85	1.428571	1372.714286	5.022631	1.051181	172.326329	-91.110805	13	0.255514	55.104489	14.079962
32	86	9.214286	1372.857143					13		55.104489	14.079962
33	77	1.000000	779.500000	0.967500	-89.999997		-0.073503	12	1.000000	54.938291	33.296849
33	78	1.000000	778.000000	4.837500	89.999997	179.999995	179.926360	12	0.666667	54.938291	33.296849
33	79	1.000000	785.500000	2.902500	89.999997	0.000000	179.927063	12	0.833333	54.938291	33.296849
33	81	1.000000	794.500000	3.870000	89.999997	0.000000	179.927890	12	0.875000	54.938291	33.296849
33	82	1.000000	800.500000	5.482500	-89.999997	-179.999995	-0.071575	12	0.384615	54.938291	33.296849
33	83	1.000000	792.000000	5.979854	86.134536	176.134534	-176.206877	12	0.520910	54.938291	33.296849
33	84	1.625000	801.250000	3.180398	48.185526	-37.949011	-138.301724	12	0.580590	54.938291	33.296849
33	86	8.200000	808.600000	13.953483	109.440032	61.254506	159.978955	12	0.675619	54.938291	33.296849
33	87	1.000000	829.000000	7.681658	3.542361	-105.897671	-93.611473	12	0.606077	54.938291	33.296849
33	88	12.886792	829.735849					12		54.938291	33.296849
34	0	25.000000	977.714286	0.732992	171.869893		96.665385	90	1.000000	90.777748	21.582966
34	1	23.875000	977.875000	0.388546	-78.023865	110.106242	-13.374741	90	0.625693	90.777748	21.582966
34	2	24.000000	977.285714	0.460714	89.999997	168.023863	178.593229	90	0.423959	90.777748	21.582966
34	3	24.000000	978.000000	0.721132	153.434945	63.434947	115.159309	90	0.601713	90.777748	21.582966
34	4	23.000000	978.500000	0.322500	179.999995	26.565050	88.653497	90	0.643693	90.777748	21.582966
34	5	22.500000	978.500000	0.000000	0.000000	-179.999995	-91.317246	90	0.643693	90.777748	21.582966
34	6	22.500000	978.500000	0.470120	120.963753	120.963753	147.719001	90	0.667178	90.777748	21.582966
34	7	22.125000	979.125000	0.411108	-101.309930	137.726317	10.015457	90	0.570345	90.777748	21.582966
34	8	22.000000	978.500000	0.456084	-134.999996	-33.690067	43.712012	90	0.571511	90.777748	21.582966
34	9	21.500000	978.000000	0.645000	89.999997	-135.000006	178.740638	90	0.521896	90.777748	21.582966
34	10	21.500000	979.000000	0.645000	-89.999997	-179.999995	-1.258081	90	0.431168	90.777748	21.582966
34	11	21.500000	978.000000	0.520016	97.125014	-172.874989	171.615622	90	0.420096	90.777748	21.582966
34	12	21.400000	978.800000	0.877295	-107.102726	155.772260	15.850241	90	0.388497	90.777748	21.582966
34	13	21.000000	977.500000	0.443234	104.036241	-148.861033	164.733045	90	0.381081	90.777748	21.582966
34	14	20.833333	978.166667	0.626827	-59.036242	-163.072482	-32.183877	90	0.307973	90.777748	21.582966
34	15	21.333333	977.333333	0.645000	89.999997	149.036239	178.749545	90	0.286707	90.777748	21.582966
34	16	21.333333	978.333333	0.240377	153.434945	63.434947	115.315876	90	0.305522	90.777748	21.582966
34	17	21.000000	978.500000	0.240377	26.565050	-126.869894	-117.794508	90	0.276214	90.777748	21.582966
34	18	21.333333	978.666667	0.480755	-153.434945	-179.999995	62.186191	90	0.302707	90.777748	21.582966
34	19	20.666667	978.333333	0.152028	134.999996	-71.565059	133.789850	90	0.310832	90.777748	21.582966
34	20	20.500000	978.500000	0.203967	-71.565049	153.434955	-19.635144	90	0.294869	90.777748	21.582966
34	21	20.600000	978.200000	0.203967	108.434946	179.999995	160.358638	90	0.298007	90.777748	21.582966
34	22	20.500000	978.500000	0.304056	134.999996	26.565050	133.799810	90	0.313996	90.777748	21.582966
34	23	20.166667	978.833333	0.578905	-68.198589	156.801415	-22.981693	90	0.270041	90.777748	21.582966
34	24	20.500000	978.000000	0.443234	75.963754	144.162343	-167.164561	90	0.255208	90.777748	21.582966
34	25	20.666667	978.666667	0.560651	-94.398703	-170.362457	3.188961	90	0.241088	90.777748	21.582966
34	26	20.600000	977.800000	0.776683	94.763639	-170.837658	174.029452	90	0.240519	90.777748	21.582966
34	27	20.500000	979.000000	0.967500	-89.999997	175.236363	-1.199583	90	0.214956	90.777748	21.582966
34	28	20.500000	977.500000	0.886468	104.036241	-165.963762	164.762339	90	0.222150	90.777748	21.582966
34	29	20.166667	978.833333	0.643169	-56.689368	-160.725608	-34.490914	90	0.184109	90.777748	21.582966
34	30	20.714286	978.000000	0.444503	151.073570	-152.237062	117.713075	90	0.205168	90.777748	21.582966
34	31	20.111111	978.333333	0.506760	44.999999	-106.073571	-136.177631	90	0.181003	90.777748	21.582966
34	32	20.666667	978.888889	1.237158	-79.992018	-124.992017	-11.217450	90	0.152053	90.777748	21.582966
34	33	21.000000	977.000000	0.721132	116.565048	-163.442934	152.203607	90	0.161959	90.777748	21.582966
34	34	20.500000	978.000000	0.456084	-134.999996	108.434956	43.799189	90	0.175306	90.777748	21.582966
34	35	20.000000	977.500000	0.322500	0.000000	134.999996	-91.172126	90	0.155093	90.777748	21.582966
34	36	20.500000	977.500000	0.456084	44.999999	44.999999	-136.201420	90	0.134774	90.777748	21.582966
34	37	21.000000	978.000000	0.322500	89.999997	44.999999	178.769917	90	0.134736	90.777748	21.582966
34	38	21.000000	978.500000	0.322500	179.999995	89.999997	88.770547	90	0.148532	90.777748	21.582966
34	39	20.500000	978.500000	0.000000	0.000000	-179.999995	-91.200193	90	0.148532	90.777748	21.582966
34	40	20.500000	978.500000	0.548145	-78.690065	-78.690065	-12.510128	90	0.137118	90.777748	21.582966
34	41	20.666667	977.666667	0.548145	101.309930	179.999995	167.479091	90	0.140753	90.777748	21.582966
34	42	20.500000	978.500000	0.322500	-89.999997	168.690073	-1.200196	90	0.136826	90.777748	21.582966
34	43	20.500000	978.000000	0.322500	-89.999997	0.000000	-1.200809	90	0.134663	90.777748	21.582966
34	44	20.500000	977.500000	0.645000	89.999997	179.999995	178.798582	90	0.132583	90.777748	21.582966
34	45	20.500000	978.500000	0.611901	-108.434946	161.565057	17.234752	90	0.135619	90.777748	21.582966
34	46	20.200000	977.600000	0.611901	71.565049	179.999995	-162.748772	90	0.125663	90.777748	21.582966
34	47	20.500000	978.500000	0.322500	-89.999997	-161.565047	-1.200196	90	0.122356	90.777748	21.582966
34	48	20.500000	978.000000	0.254959	161.565047	-108.434956	107.234147	90	0.131346	90.777748	21.582966
34	49	20.125000	978.125000	0.342063	-81.869895	116.565058	-9.308801	90	0.127095	90.777748	21.582966
34	50	20.200000	977.600000	0.263857	77.905241	159.775136	-169.088964	90	0.123680	90.777748	21.582966
34	51	20.285714	978.000000	0.240279	32.471191	-45.434049	-123.659450	90	0.114803	90.777748	21.582966
34	52	20.600000	978.200000	0.800106	-104.676390	-137.147582	13.469974	90	0.119802	90.777748	21.582966
34	53	20.285714	977.000000	0.984895	100.784295	-154.539315	168.026231	90	0.122472	90.777748	21.582966
34	54	20.000000	978.500000	0.984895	-79.215700	-179.999995	-11.955229	90	0.111265	90.777748	21.582966
34	55	20.285714	977.000000	0.737143	89.999997	169.215697	178.810528	90	0.107593	90.777748	21.582966
34	56	20.285714	978.142857	0.316270	-146.888654	123.111349	55.700569	90	0.115259	90.777748	21.582966
34	57	19.875000	977.875000	0.509917	-71.565049	75.323605	-19.599307	90	0.108453	90.777748	21.582966
34	58	20.125000	977.125000	0.890532	95.194426	166.759475	173.625671	90	0.108478	90.777748	21.582966
34	59	20.000000	978.500000	0.322500	-89.999997	174.805576	-1.170931	90	0.106199	90.777748	21.582966
34	60	20.000000	978.000000	0.114021	44.999999	134.999996	-136.171526	90	0.103355	90.777748	21.582966
34	61	20.125000	978.125000	0.114021	-134.999996	-179.999995	43.821300	90	0.105409	90.777748	21.582966
34	62	20.000000	978.000000	0.288453	-153.434945	-18.434948	62.263418	90	0.112611	90.777748	21.582966
34	63	19.600000	977.800000	0.877295	-72.897269	80.537676	-18.251069	90	0.104328	90.777748	21.582966
34	64	20.000000	976.500000	1.290000	89.999997	162.897266	178.826676	90	0.098626	90.777748	21.582966
34	65	20.000000	978.500000	0.645000	-89.999997	-179.999995	-1.170931	90	0.095655	90.777748	21.582966
34	66	20.000000	977.500000	0.721132	116.565048	-153.434955	152.262826	90	0.103970	90.777748	21.582966
34	67	19.500000	978.500000	0.645000	-89.999997	153.434955	-1.141666	90	0.101111	90.777748	21.582966
